AttendanceID,EmployeeID,AttendanceDate,Status,HoursWorked,OvertimeHours
10077,500,2025-02-24,Absent,0.0,0.0
10078,500,2025-04-03,Present,7.6,0.0
10079,500,2025-03-09,Present,9.5,0.0
10080,500,2025-01-31,Present,8.4,0.0
10081,500,2025-07-09,Present,8.7,0.0
10082,500,09/09/2025,Present,7.7,0.0
10083,500,2025-03-02,Present,7.8,1.7
10084,500,2025-11-26,Absent,0.0,0.0
10085,500,11/02/2025,Present,8.7,0.0
10086,500,09-Mar-2025,present,8.2,0.0
10087,500,2025-04-28,Present,8.3,0.0
10088,500,08-Nov-2025,Present,8.5,0.0
10089,500,2025-04-04,Absent,0.0,0.0
10090,501,10-26-2025,Present,8.9,0.0
10091,501,2025-09-11,Present,7.2,0.0
10092,501,2025-01-31,Present,8.9,0.0
10093,501,2025-02-28,Present,8.4,0.0
10094,501,2025-06-24,Present,8.7,0.0
10095,501,2025-12-19,Present,7.8,0.0
10096,501,2025-02-23,Present,8.0,0.0
10097,501,2025-12-27,Present,7.6,3.9
10098,501,2025-07-27,Present,8.2,4.0
10099,501,2025-05-28,Present,8.2,0.0
10100,502,2025-02-15,LATE,5.2,0.0
10101,502,2025-04-22,Present,8.3,0.6
10102,502,2025-03-04,Present,9.3,0.0
10103,502,2025-02-22,Present,9.0,0.0
10104,502,2025-01-07,Present,8.8,0.0
10105,502,2025-07-28,Present,8.5,
10106,502,2025-12-26,Late,6.2,0.0
10107,502,2025-02-22,Present,9.5,0.0
10108,502,2025-10-10,Present,7.7,0.0
10109,502,2025-10-16,present,8.9,0.0
10110,502,2025-06-30,Absent,0.0,0.0
10111,502,2025-07-26,Absent,0.0,0.0
10112,502,2025-12-15,Present,8.5,0.0
10113,502,2025-09-14,Absent,0.0,0.0
10114,502,2025-03-09,Present,9.4,0.0
10115,502,2025-06-24,Present,9.1,0.0
10116,502,04-23-2025,PRESENT,9.5,0.0
10117,502,2025-06-28,Present,8.5,1.2
10118,502,13/05/2025,Leave,0.0,0.0
10119,502,2025-05-21,Late,6.0,3.0
10120,502,2025-11-13,Present,8.9,0.0
10121,502,2025-07-03,Present,7.0,0.0
10122,502,2025-11-30,Present,8.3,0.0
10123,502,2025-06-11,Present,7.6,0.0
10124,502,18/11/2025,Present,9.2,0.0
10125,502,2025-07-19,Present,7.4,0.0
10126,502,2025-06-26,Present,8.7,1.4
10127,502,2025-05-27,Present,7.9,0.0
10128,502,2025-11-19,Present,9.4,0.0
10129,503,2025-05-31,Present,7.6,
10130,503,2025-09-23,Present,7.2,0.0
10131,503,2025-03-10,Present,7.2,0.0
10132,503,2025-07-18,Late,6.0,0.0
10133,503,2025-07-18,Absent,0.0,0.0
10134,503,2025-07-19,Present,8.6,0.0
10135,503,2025-10-04,Present,7.8,2.9
10136,503,2025-04-08,Present,7.2,0.0
10137,503,2025-05-19,Present,9.1,0.0
10138,503,2025-10-08,Present,9.0,0.0
10139,503,2025-12-12,Present,9.5,0.0
10140,503,05/03/2025,Present,9.3,0.0
10141,503,2025-09-12,Present,7.9,0.0
10142,503,2025-06-01,Absent,0.0,0.0
10143,503,02-Feb-2025,Present,8.0,0.0
10144,503,12-Sep-2025,Present,8.9,0.0
10145,503,17/03/2025,PRESENT,7.3,0.0
10146,503,2025-04-14,Present,7.8,0.0
10147,503,2025-07-19,PRESENT,7.3,2.1
10148,503,2025-06-14,Present,8.4,0.0
10149,503,11-14-2025,Present,7.5,0.0
10150,503,2025-02-02,Present,7.1,3.0
10151,503,2025-01-29,PRESENT,7.1,0.0
10152,503,2025-11-17,Present,9.4,0.0
10153,503,2025-04-27,Present,7.6,0.0
10154,503,07-Apr-2025,Present,8.7,0.0
10155,503,2025-07-10,Present,8.1,0.7
10156,503,2025-11-10,Present,8.2,0.0
10157,503,2025-05-28,Present,8.3,0.0
10158,503,06/03/2025,Present,9.1,0.0
10159,504,2025-01-04,Present,,0.0
10160,504,2025-10-24,Present,7.2,
10161,504,2025-04-26,Present,7.5,0.0
10162,504,2025-05-22,Present,7.8,0.0
10163,504,08/02/2025,Present,7.3,2.1
10164,504,2025-10-03,Present,,0.0
10165,504,2025-04-24,Present,8.3,0.0
10166,504,11-Apr-2025,Present,8.9,0.0
10167,505,04-Sep-2025,Present,8.7,0.0
10168,505,19-Dec-2025,Present,9.1,1.3
10169,505,2025-03-18,Absent,0.0,0.0
10170,505,2025-02-28,Present,8.9,0.0
10171,505,2025-04-27,Absent,0.0,0.0
10172,505,2025-09-09,Present,9.2,0.0
10173,505,2025-12-15,Present,7.4,0.0
10174,505,2025-09-15,absent,0.0,0.0
10175,505,2025-01-08,Present,7.9,0.0
10176,505,2025-10-18,Present,9.4,0.0
10177,505,2025-03-25,PRESENT,9.0,0.0
10178,505,2025-08-26,Present,7.7,0.0
10179,505,2025-08-11,Present,8.4,0.0
10180,505,2025-07-05,Present,8.0,0.0
10181,505,2025-05-25,Present,8.2,0.0
10182,505,2025-03-07,Present,7.9,0.0
10183,505,2025-06-03,PRESENT,7.7,0.0
10184,505,2025-03-15,Absent,0.0,0.0
10185,506,2025-09-10,Present,8.7,3.2
10186,506,2025-06-09,Present,,0.0
10187,506,2025-11-24,Present,7.4,0.0
10188,506,2025-02-04,Present,9.1,0.0
10189,506,2025-12-14,Present,7.6,0.0
10190,506,2025-01-13,Present,8.1,0.0
10191,506,2025-05-09,Present,,0.0
10192,506,2025-09-27,Late,5.9,0.0
10193,506,2025-03-23,Absent,0.0,0.0
10194,506,2025-05-15,Present,7.5,0.0
10195,506,07-14-2025,Present,7.4,0.0
10196,506,2025-09-30,Absent,0.0,0.0
10197,506,2025-10-07,Present,8.2,0.0
10198,506,2025-12-28,Present,8.9,0.0
10199,506,2025-02-10,Present,9.5,3.3
10200,506,2025-11-17,Present,9.2,0.0
10201,506,2025-12-17, Present,8.9,0.0
10202,506,2025-07-19,Present,9.2,0.0
10203,506,2025-02-22,Present,7.2,0.0
10204,506,11/03/2025,Present,9.3,1.9
10205,506,2025-12-02,Absent,0.0,0.0
10206,506,2025-06-01,Present,9.3,0.0
10207,507,2025-05-12,Present,7.2,0.0
10208,507,02/01/2025,Present,8.8,3.1
10209,507,18/07/2025,ABSENT,0.0,0.0
10210,507,2025-05-27,Late,7.5,0.0
10211,507,2025-11-02,Late,6.8,0.0
10212,507,2025-12-29,Present,8.0,0.0
10213,507,2025-04-15,Absent,0.0,0.0
10214,507,11-01-2025,Present,8.4,0.0
10215,507,2025-02-19,Present,7.9,0.0
10216,507,2025-07-05,Absent,0.0,0.0
10217,507,2025-05-05,Present,7.5,0.0
10218,507,19/08/2025,Absent,0.0,0.0
10219,507,2025-08-10,Present,7.6,0.0
10220,507,2025-02-17,Absent,0.0,0.0
10221,507,24/01/2025,Present,7.6,0.0
10222,507,2025-06-04,Absent,0.0,0.0
10223,507,2025-06-04,Present,8.4,0.0
10224,507,31/12/2025,Present,9.3,0.0
10225,507,2025-10-10,Present,9.3,0.0
10226,507,2025-09-29,present,7.1,0.8
10227,507,09-01-2025,Present,7.6,1.4
10228,507,30/12/2025,Present,7.2,0.0
10229,507,2025-03-08,Absent,0.0,0.0
10230,507,21-Oct-2025, Present,,0.0
10231,507,11-May-2025,Absent,0.0,0.0
10232,508,2025-08-12,Present,8.5,
10233,508,2025-03-07,Present,8.4,0.0
10234,508,2025-01-24,Present,8.4,0.0
10235,508,2025-03-02,Present,7.8,0.0
10236,508,2025-11-05,Present,8.8,0.0
10237,508,2025-08-13,Absent,0.0,0.0
10238,508,2025-08-19,Present,9.1,1.7
10239,508,2025-06-09,Present,7.2,0.0
10240,508,2025-09-26,Present,7.7,0.0
10241,508,2025-08-26,Present,7.3,0.0
10242,508,2025-09-12,Present,8.2,0.0
10243,508,2025-04-24,Present,7.4,0.0
10244,508,2025-06-30,Present,8.2,1.3
10245,508,2025-08-19,Present,8.8,0.0
10246,508,2025-03-24,Present,7.1,0.0
10247,508,2025-03-21,Late,6.2,0.0
10248,508,2025-12-18,Present,7.4,0.5
10249,508,2025-10-25,Present,9.2,0.0
10250,508,2025-09-15,Present,8.7,0.0
10251,508,2025-03-26,Present,7.2,0.0
10252,508,2025-08-14,Leave,0.0,0.0
10253,508,2025-05-14,Present,8.7,0.0
10254,508,2025-04-16,Present,8.5,2.2
10255,509,2025-06-03,Present,8.0,0.0
10256,509,2025-10-28,present,9.2,0.0
10257,509,27-Mar-2025,Present,7.6,1.9
10258,509,25/07/2025,Present,7.8,0.0
10259,509,2025-01-17,present,8.9,0.0
10260,509,2025-04-29,Absent,0.0,0.0
10261,509,2025-04-14,Absent,0.0,0.0
10262,509,2025-05-16,Absent,0.0,0.0
10263,509,2025-06-24,Present,9.3,0.0
10264,509,2025-10-24,Present,,0.0
10265,509,2025-02-27,Present,9.0,0.0
10266,510,2025-08-10,Present,9.5,0.0
10267,510,14-May-2025,Absent,0.0,
10268,510,15/01/2025,Present,8.7,0.0
10269,510,2025-08-28,Present,8.9,3.9
10270,510,2025-12-29,Absent,0.0,0.0
10271,510,2025-10-14,Present,7.0,0.0
10272,510,12/07/2025,Late,6.4,0.0
10273,510,2025-02-18,Absent,0.0,0.0
10274,510,2025-07-30,Present,8.8,0.0
10275,510,2025-07-05,Present,9.3,0.0
10276,510,2025-11-17,Present,9.2,0.0
10277,510,13/05/2025,absent,0.0,0.0
10278,510,2025-11-15,Late,7.0,0.0
10279,510,2025-04-12,Present,9.4,0.0
10280,510,2025-07-29,Absent,0.0,0.0
10281,510,2025-12-19,Present,8.3,0.0
10282,510,01-Apr-2025,PRESENT,7.0,0.0
10283,510,24/09/2025,Present,,0.0
10284,510,18/10/2025,late,6.1,0.0
10285,510,2025-08-06,Absent,0.0,0.0
10286,510,2025-06-08,Absent,0.0,0.0
10287,510,05-12-2025,PRESENT,8.1,2.1
10288,510,2025-06-27,Late,5.7,0.0
10289,510,10-12-2025,Absent,0.0,0.0
10290,510,2025-10-08,Present,9.3,0.0
10291,510,2025-04-02,Present,7.9,0.0
10292,510,2025-03-08,Absent,0.0,0.0
10293,510,2025-11-08,Present,9.1,0.0
10294,510,2025-09-08,Present,9.3,
10295,510,2025-01-15,Absent,0.0,0.0
10296,510,2025-02-08,Absent,0.0,0.0
10297,510,2025-11-09,Absent,0.0,0.0
10298,510,2025-06-07,Present,8.1,3.2
10299,510,2025-05-25,Absent,0.0,0.0
10300,510,2025-04-12,Present,8.8,0.0
10301,510,2025-11-13,Absent,0.0,0.0
10302,511,2025-02-08,Absent,0.0,0.0
10303,511,2025-10-27,Present,7.8,0.9
10304,512,2025-09-26,Present,7.7,1.0
10305,512,2025-07-16,Present,7.7,0.0
10306,512,2025-05-09,Present,7.7,0.0
10307,512,2025-01-10,Present,,0.0
10308,512,2025-12-04,Present,9.4,0.0
10309,512,2025-06-25,Present,8.7,0.0
10310,512,2025-09-29,Present,9.3,3.2
10311,512,2025-08-21, Present,8.8,0.0
10312,512,2025-08-25,Present,8.0,0.0
10313,512,04-03-2025,Present,7.8,0.0
10314,512,2025-07-21,LATE,7.0,0.0
10315,512,2025-04-10,Present,9.3,0.0
10316,513,2025-04-25,Present,8.1,0.5
10317,513,2025-09-18,Present,9.0,0.0
10318,513,2025-08-13,Present,7.7,0.0
10319,513,2025-07-05,Present,7.0,0.0
10320,513,2025-12-07,Present,9.0,0.0
10321,513,2025-07-05,Present,8.3,0.0
10322,513,2025-04-11,Absent,0.0,
10323,513,2025-09-08,Present,8.7,3.7
10324,513,2025-12-15,Present,8.4,0.0
10325,513,2025-02-19,Present,8.3,
10326,513,2025-09-13,Late,5.4,
10327,513,2025-07-31,Absent,0.0,0.0
10328,513,2025-10-28,Present,7.8,0.0
10329,513,2025-09-18,Present,9.0,0.0
10330,513,2025-11-25,Present,8.1,0.0
10331,513,2025-02-02,Absent,0.0,0.0
10332,513,2025-09-26,Present,7.4,0.0
10333,513,13/04/2025,Present,7.2,0.0
10334,513,2025-09-03,Present,8.2,0.0
10335,513,2025-10-30,Present,8.2,0.0
10336,513,2025-12-23,Present,8.6,0.0
10337,513,2025-07-30,Present,8.2,0.0
10338,513,2025-01-27,Late,4.9,0.0
10339,514,2025-09-08,Present,8.3,0.0
10340,514,2025-08-06,Present,9.3,0.0
10341,514,2025-06-29,present,7.4,0.0
10342,514,2025-05-16,Present,8.7,0.0
10343,514,2025-12-02,Present,8.5,0.0
10344,514,13/05/2025,Present,8.9,0.0
10345,514,2025-08-15,Present,7.4,0.0
10346,514,11-18-2025,Present,9.4,
10347,514,2025-08-15,Present,8.6,0.0
10348,514,2025-11-28,Absent,0.0,0.0
10349,514,2025-11-23,Late,7.0,1.4
10350,514,2025-07-06,Present,8.8,0.0
10351,514,2025-11-04,Present,9.0,0.0
10352,514,2025-05-20,Present,8.0,0.0
10353,514,2025-11-09,Present,8.0,0.0
10354,515,2025-11-25,Present,8.6,0.0
10355,515,2025-01-14,Absent,0.0,0.0
10356,515,2025-06-28,Absent,0.0,0.0
10357,515,2025-01-17,Present,7.2,0.0
10358,515,2025-01-04,Absent,0.0,0.0
10359,515,2025-09-30,Absent,0.0,0.0
10360,515,2025-10-01,Absent,0.0,0.0
10361,515,2025-07-26,PRESENT,8.8,0.0
10362,515,2025-11-07,Absent,0.0,0.0
10363,515,07-28-2025,Present,7.1,0.0
10364,515,2025-09-26,Absent,0.0,0.0
10365,515,2025-05-22,Present,7.5,2.8
10366,515,2025-04-24,LATE,4.8,3.9
10367,515,2025-05-21,Absent,0.0,0.0
10368,515,2025-01-01,Present,9.2,0.0
10369,515,2025-04-01,Present,8.6,0.0
10370,515,2025-01-16,Absent,0.0,0.0
10371,516,2025-01-24,Present,9.0,0.0
10372,516,2025-07-28,Present,9.2,0.0
10373,516,2025-09-30,Present,7.6,0.0
10374,516,2025-04-16,Present,9.1,0.0
10375,516,2025-07-22,Present,7.5,0.0
10376,516,17/05/2025,PRESENT,8.0,0.0
10377,516,2025-07-21,Present,8.4,0.0
10378,516,2025-05-07,Present,8.8,0.0
10379,516,11/03/2025,Present,7.1,0.0
10380,516,2025-10-20,Present,7.7,0.0
10381,516,2025-06-21,Present,8.5,0.0
10382,516,2025-12-29,PRESENT,7.9,0.0
10383,516,2025-02-05,Late,6.8,2.8
10384,516,04-02-2025, Present,7.6,0.0
10385,516,09-05-2025,Present,7.4,2.7
10386,516,2025-11-02,Present,8.1,0.0
10387,516,23/09/2025,Present,7.4,0.0
10388,517,01-Sep-2025,Present,7.8,0.0
10389,517,2025-09-23,Present,7.8,0.0
10390,517,01-12-2025,Present,7.3,0.0
10391,517,21/04/2025,Present,8.4,0.0
10392,517,2025-12-02,Present,8.9,0.0
10393,517,31/08/2025,Present,8.4,0.0
10394,517,2025-06-24,Absent,0.0,0.0
10395,517,2025-06-26,Present,9.1,0.0
10396,517,18/12/2025,Present,7.3,2.0
10397,517,2025-08-28,Absent,0.0,0.0
10398,517,2025-07-26,Present,8.5,0.0
10399,517,2025-08-10,Present,8.7,2.9
10400,517,2025-02-13,Present,8.8,0.0
10401,517,2025-10-05,Present,8.6,0.8
10402,517,2025-03-23,Present,8.7,0.0
10403,517,2025-07-24,Present,8.8,0.0
10404,517,2025-10-19,Late,7.5,0.0
10405,517,2025-08-25,Present,8.7,0.0
10406,517,29/10/2025,Present,8.7,0.0
10407,517,2025-12-11,Late,6.0,0.0
10408,518,17-Apr-2025,Present,9.2,0.0
10409,518,30-Jul-2025,Present,9.5,0.0
10410,518,21-Jun-2025,Present,8.9,0.0
10411,518,2025-01-06,Present,8.5,0.8
10412,518,2025-01-23,Present,8.8,0.0
10413,518,2025-11-25, Present,8.8,0.0
10414,518,2025-08-07,Present,8.9,0.0
10415,518,2025-08-21,Present,7.3,
10416,518,2025-12-15,Present,8.6,
10417,518,2025-05-18,Present,7.7,0.0
10418,518,2025-01-06,Present,8.9,0.0
10419,518,2025-06-29,Present,7.6,0.0
10420,518,2025-06-18,Present,8.7,0.0
10421,518,2025-01-04,PRESENT,7.7,0.0
10422,518,2025-11-14,Late,4.5,0.0
10423,518,2025-01-30,Present,8.6,0.0
10424,518,2025-08-20,Present,7.3,0.0
10425,518,05-06-2025,Present,8.6,0.0
10426,518,2025-05-12,Present,9.3,0.0
10427,518,2025-08-08,present,9.4,0.0
10428,519,2025-11-16,Present,7.6,0.0
10429,519,14-May-2025,Present,9.0,0.0
10430,519,10-Oct-2025,Present,7.9,0.0
10431,519,2025-06-11,Present,9.3,0.0
10432,519,2025-01-13,Present,9.0,0.0
10433,519,2025-11-17,Absent,0.0,0.0
10434,519,2025-11-17,Present,7.2,0.0
10435,519,2025-06-25,Leave,0.0,0.0
10436,519,2025-11-14,Present,8.0,1.7
10437,519,2025-07-05,Leave,0.0,0.0
10438,519,2025-11-29,Absent,0.0,0.0
10439,519,08/03/2025,Present,9.0,0.0
10440,519,2025-11-15,Present,8.0,0.0
10441,519,2025-01-11,Present,8.7,0.0
10442,519,2025-03-26,Present,8.5,0.0
10443,519,2025-07-24,Present,9.4,0.0
10444,519,2025-05-06,Absent,0.0,0.0
10445,520,2025-11-02,Present,9.3,2.0
10446,520,2025-06-30,PRESENT,8.8,0.0
10447,520,2025-01-31,Present,9.1,0.0
10448,520,2025-04-17,Present,9.2,0.7
10449,520,16-Mar-2025,Present,7.8,0.0
10450,520,2025-07-02,Present,7.8,0.0
10451,520,2025-06-17,Absent,,0.0
10452,520,2025-05-30,Late,5.8,1.1
10453,520,2025-09-30,Late,6.0,2.8
10454,520,2025-12-21,PRESENT,8.2,0.0
10455,520,2025-03-06,Present,8.7,0.7
10456,520,2025-09-28,Present,9.2,0.0
10457,520,2025-01-17,Present,,0.0
10458,520,2025-01-29,Present,8.5,0.0
10459,520,2025-09-29,Present,9.2,0.0
10460,520,2025-09-22,Present,7.3,0.0
10461,521,2025-09-06,Present,9.0,0.0
10462,521,2025-10-28,Present,7.3,0.0
10463,521,18-Mar-2025,Present,8.0,0.0
10464,521,2025-11-23,Present,7.8,0.0
10465,521,2025-02-23,Present,8.5,1.6
10466,521,2025-03-22,Present,8.6,0.0
10467,521,07-Apr-2025,Present,7.9,0.0
10468,521,2025-08-12,Present,9.2,0.0
10469,521,2025-10-28,Present,8.6,0.0
10470,521,2025-09-16,Present,7.5,0.0
10471,521,2025-07-06,Present,7.8,0.0
10472,521,2025-09-28,Present,9.1,0.0
10473,521,2025-02-10,Present,8.0,0.0
10474,521,2025-01-22,Leave,0.0,0.0
10475,522,09-20-2025, Absent,0.0,0.0
10476,522,2025-08-05,Present,8.3,
10477,522,14/11/2025,Leave,0.0,0.0
10478,522,2025-06-05,Late,6.4,0.0
10479,522,18/07/2025,Absent,0.0,0.0
10480,522,2025-06-23,Absent,0.0,0.0
10481,522,2025-12-29,Present,7.9,0.0
10482,522,2025-05-25,Present,7.7,2.2
10483,522,2025-06-16,Present,7.5,0.0
10484,522,11-Mar-2025,Present,7.7,0.0
10485,522,31-Dec-2025,Late,4.7,0.0
10486,522,2025-06-20,Absent,0.0,0.0
10487,522,2025-07-31,Present,7.8,0.0
10488,522,2025-06-30,Present,7.8,0.0
10489,522,2025-04-18,Present,9.4,0.0
10490,522,09-19-2025,Absent,0.0,0.0
10491,522,2025-02-01,Present,8.5,0.0
10492,522,2025-12-06,Absent,0.0,0.0
10493,522,2025-08-13,Present,9.0,0.0
10494,522,2025-08-20,Present,,
10495,522,2025-05-20,Present,7.3,0.0
10496,522,2025-07-09,Late,6.9,0.0
10497,522,2025-03-06,Absent,0.0,0.0
10498,522,2025-08-18,Absent,0.0,0.0
10499,522,28/05/2025,Present,8.6,0.0
10500,522,08-May-2025,Present,7.5,0.0
10501,522,2025-01-20,Absent,0.0,0.0
10502,522,2025-02-01,Present,8.0,0.0
10503,522,06-Jul-2025,Present,8.3,0.0
10504,522,2025-06-08,Present,9.1,0.0
10505,522,2025-08-25,Present,7.2,0.0
10506,522,2025-02-24,Present,8.5,3.0
10507,522,2025-12-14,PRESENT,9.4,0.0
10508,522,2025-12-04,Present,9.0,1.5
10509,522,2025-06-18,Present,8.8,0.0
10510,522,2025-01-16,Present,8.9,0.0
10511,522,2025-08-09,Present,8.8,0.0
10512,522,2025-01-11,Present,9.1,3.7
10513,523,2025-03-21,Present,7.2,0.0
10514,523,2025-09-09,Present,7.3,0.0
10515,523,2025-07-04,Present,9.0,1.4
10516,523,2025-05-25,Present,7.1,0.0
10517,523,2025-12-22,Present,8.0,
10518,523,2025-09-12,Present,9.0,0.0
10519,523,2025-01-26,Late,4.9,
10520,523,06/07/2025,Present,8.7,0.0
10521,523,2025-05-29,Present,7.0,0.0
10522,523,2025-06-22,Present,7.3,0.0
10523,523,2025-08-11,Present,7.9,0.0
10524,523,2025-08-06,Present,7.2,0.0
10525,523,2025-12-06,Present,9.1,0.0
10526,523,03-Dec-2025,Present,9.2,0.0
10527,523,2025-08-01,Present,8.9,1.3
10528,523,11-10-2025,Present,8.3,1.1
10529,523,25/10/2025,Late,5.3,0.0
10530,523,2025-01-27,Present,8.3,3.1
10531,523,2025-02-15,Present,7.2,0.0
10532,524,2025-08-30,Present,7.7,0.0
10533,524,2025-02-17,Present,9.3,
10534,524,2025-10-26,Leave,0.0,0.0
10535,524,2025-07-20,Present,8.1,0.0
10536,524,2025-11-12,Present,9.3,0.0
10537,524,2025-02-05,Present,9.5,0.0
10538,524,2025-09-26,Present,,0.0
10539,524,2025-09-23,Present,7.7,0.0
10540,524,2025-11-27,Present,9.0,0.0
10541,524,2025-01-18,Present,7.4,0.0
10542,524,2025-10-10,Late,5.3,3.2
10543,524,2025-02-25,Present,8.1,0.0
10544,524,2025-01-23,Late,5.1,0.0
10545,524,2025-01-17,Present,8.6,0.0
10546,524,14/12/2025,Present,8.8,0.0
10547,524,2025-10-20,Present,7.3,0.0
10548,524,01-22-2025,Late,5.3,1.3
10549,524,2025-12-09,Present,7.9,0.0
10550,524,2025-11-22,Present,8.9,0.0
10551,524,2025-12-02,Present,8.8,2.8
10552,524,2025-09-30,Present,7.0,0.0
10553,524,2025-05-26,Present,7.4,0.0
10554,524,2025-02-20,Present,7.6,0.0
10555,524,2025-08-20,Present,7.7,0.0
10556,524,2025-05-20,Present,7.4,0.0
10557,524,05/01/2025,Present,8.0,0.0
10558,524,2025-12-25,Absent,0.0,0.0
10559,524,31/05/2025,Late,4.7,0.0
10560,524,11/08/2025,Present,8.9,0.0
10561,524,2025-07-31,Present,9.0,
10562,524,2025-05-12,Present,8.4,0.0
10563,524,2025-12-17,Present,7.2,0.0
10564,524,2025-11-03,Present,9.2,0.0
10565,524,2025-08-15,Present,9.4,0.0
10566,524,2025-09-23,Absent,0.0,0.0
10567,524,2025-12-21,present,7.5,0.0
10568,524,2025-06-04,Present,8.8,0.0
10569,525,2025-06-09,Present,9.1,0.0
10570,525,2025-02-15,Present,8.3,0.0
10571,525,2025-07-16,Present,7.8,0.0
10572,525,2025-10-19,Present,8.2,0.0
10573,525,2025-02-17,Present,8.3,0.0
10574,525,2025-08-12,Present,8.0,0.0
10575,525,11-Apr-2025,Present,9.3,3.1
10576,525,2025-03-20,Present,7.6,0.0
10577,525,2025-10-26,Present,8.5,0.0
10578,525,17/10/2025,Present,8.7,0.0
10579,525,2025-10-29,Present,7.4,0.0
10580,525,23/09/2025,Absent,0.0,0.0
10581,525,2025-03-04,Present,7.9,0.0
10582,525,2025-03-13,Present,9.3,0.0
10583,525,2025-05-05,PRESENT,8.4,0.0
10584,525,2025-11-27,Absent,0.0,0.0
10585,525,2025-07-16,Present,7.5,0.9
10586,525,2025-01-27,Late,6.1,0.0
10587,525,2025-09-06,Present,8.4,0.0
10588,525,2025-01-28,Present,7.8,0.0
10589,525,2025-02-02,Late,6.4,0.0
10590,525,2025-06-04,Present,7.2,0.0
10591,525,2025-06-17,Present,7.4,0.0
10592,525,05-16-2025,Present,8.4,0.0
10593,525,2025-07-17,Present,7.2,0.0
10594,525,2025-06-16,Present,9.2,0.0
10595,525,2025-07-24,Present,7.4,0.0
10596,526,2025-07-10,Present,8.7,0.0
10597,526,2025-07-17,Present,8.0,1.9
10598,526,2025-06-30,Late,6.8,0.0
10599,526,2025-03-09,Present,8.2,0.0
10600,526,09-03-2025,PRESENT,8.8,0.0
10601,526,2025-05-11,Present,8.3,0.0
10602,526,2025-08-01,Present,8.5,0.0
10603,526,19-Jan-2025,Leave,0.0,0.0
10604,526,2025-02-24,Absent,0.0,0.0
10605,527,2025-08-11,Present,8.9,0.0
10606,527,2025-05-10,Present,8.5,2.7
10607,527,2025-03-19,Late,6.9,0.0
10608,527,2025-08-09,Present,9.4,0.0
10609,527,2025-02-21,Present,7.9,2.5
10610,527,2025-05-08,Present,7.2,0.0
10611,527,2025-02-17,Present,7.9,0.0
10612,527,10/12/2025,Present,8.0,3.4
10613,527,2025-06-24,Present,8.3,0.0
10614,528,2025-05-01,Absent,0.0,0.0
10615,528,2025-10-08,late,6.7,0.0
10616,528,2025-11-17,Absent,0.0,0.0
10617,528,2025-04-07,Present,7.0,0.0
10618,528,2025-12-30,Present,8.2,0.0
10619,528,2025-09-01,Present,9.3,0.0
10620,528,2025-04-15, Absent,0.0,0.0
10621,528,2025-09-08,Present,7.6,
10622,528,2025-01-25,Present,7.1,2.0
10623,528,2025-04-15,Present,8.8,2.1
10624,528,2025-01-21,PRESENT,8.1,0.0
10625,528,2025-09-16,Present,8.7,1.4
10626,528,2025-09-09,Absent,0.0,0.0
10627,528,07-06-2025,Absent,0.0,0.0
10628,528,2025-11-05,Absent,0.0,0.0
10629,529,2025-05-17,Present,8.9,0.0
10630,529,02-Dec-2025,Present,7.4,0.0
10631,529,2025-10-25,Present,8.0,0.0
10632,529,2025-11-13,Present,8.6,0.0
10633,529,2025-03-09,Present,9.1,0.0
10634,529,2025-06-29,Present,9.0,0.0
10635,529,2025-02-27,Present,8.8,0.0
10636,529,2025-09-15,Present,7.9,0.9
10637,529,2025-01-04,Present,7.5,0.0
10638,529,2025-07-07,Absent,0.0,0.0
10639,529,2025-01-21,Present,9.2,3.5
10640,529,20/03/2025,present,9.4,
10641,529,2025-02-25,Present,7.2,0.0
10642,529,2025-05-28,Present,8.3,0.0
10643,529,2025-08-24,Absent,0.0,0.0
10644,530,08-17-2025,Present,8.6,0.0
10645,530,2025-01-23,Present,8.8,2.8
10646,530,2025-03-06,Present,8.9,0.0
10647,530,2025-02-14,LATE,5.6,0.0
10648,530,2025-06-29,Present,7.4,1.2
10649,530,2025-04-24,Late,4.5,1.7
10650,530,31-Jul-2025,Present,7.2,0.0
10651,530,12/01/2025,Present,7.8,2.7
10652,530,21/08/2025,Present,9.2,0.0
10653,530,2025-08-04,Present,9.1,1.4
10654,530,2025-01-28,Present,7.3,0.0
10655,530,2025-08-31,Present,7.5,3.9
10656,530,2025-06-10,Absent,0.0,0.0
10657,531,2025-01-04,Present,8.4,0.0
10658,531,2025-12-17,Present,7.5,0.0
10659,531,2025-01-22,Present,9.1,1.9
10660,531,2025-08-25,Present,9.2,0.0
10661,531,2025-04-02,Absent,0.0,0.0
10662,531,2025-09-25,Absent,0.0,0.0
10663,531,2025-07-16,Present,,0.0
10664,531,2025-04-14,present,8.0,0.0
10665,531,06/07/2025,Present,8.3,0.0
10666,531,2025-04-28,Present,9.2,0.0
10667,531,2025-01-09,Present,9.2,0.0
10668,531,29/09/2025,Present,8.4,0.0
10669,531,2025-06-13,Present,7.6,0.0
10670,531,2025-08-03,Present,8.0,0.0
10671,531,2025-08-15,PRESENT,9.4,0.0
10672,531,2025-02-25,Present,8.5,0.0
10673,531,17/03/2025,Present,9.0,0.0
10674,531,2025-05-16,Present,8.1,0.0
10675,531,2025-06-21,Present,8.3,0.0
10676,531,2025-02-26,Present,8.1,3.0
10677,531,2025-01-18,Present,9.1,0.0
10678,531,2025-12-01,Present,8.3,0.0
