ReviewID,EmployeeID,ReviewDate,PerformanceRating,TrainingHours,ReviewerEmployeeID
1315,463,2025-08-02,2.0,7.1,26
1316,463,2025-08-08,1.0,21.0,895
1317,464,2024-09-12,3.0,25.4,851
1318,464,2025-03-25,2.0,19.3,242
1319,465,2025-03-06,2.0,9.2,497
1320,465,08-13-2025,2.0,19.2,564
1321,465,2025-08-28,3.0,2.9,199
1322,467,2025-11-28,4.0,17.6,712
1323,467,2025-12-12,4.0,20.9,273
1324,467,27/12/2025,4.0,0.0,407
1325,467,2025-12-29,4.0,13.4,7
1326,469,2025-10-06,5.0,20.9,572
1327,469,2025-12-28,4.0,10.1,149
1328,470,2024-07-19,3.0,2.3,310
1329,470,2025-01-23,4.0,17.6,16
1330,470,08/10/2025,4.0,6.5,759
1331,471,2025-09-25,3.0,19.4,878
1332,471,2025-10-21,3.0,7.6,310
1333,471,2025-11-21,3.0,0.0,948
1334,472,2023-07-25,,0.0,320
1335,472,2024-02-21,4.0,5.2,292
1336,473,2024-02-17,3.0,26.5,191
1337,473,2024-03-12,2.0,11.2,90
1338,473,2024-11-29,2.0,8.0,228
1339,473,07/12/2024,3.0,14.8,175
1340,473,2024-12-16,3.0,22.5,242
1341,473,2024-12-29,3.0,10.8,598
1342,473,2025-01-30,3.0,5.9,959
1343,473,2025-03-10,2.0,10.3,185
1344,473,2025-07-24,3.0,2.0,636
1345,473,2025-10-04,3.0,8.9,383
1346,474,2023-01-31,4.0,8.9,41
1347,474,28/06/2023,3.0,,783
1348,474,09-02-2023,4.0,9.8,199
1349,474,03-08-2025,3.0,13.5,138
1350,474,2025-09-26,5.0,11.1,823
1351,475,2024-10-05,3.0,7.9,402
1352,476,07/07/2025,2.0,12.0,471
1353,476,30-Sep-2025,3.0,1.4,154
1354,476,2025-11-11,3.0,10.0,388
1355,476,2025-11-25,5.0,13.8,685
1356,477,2024-05-10,2.0,0.0,675
1357,477,2025-03-11,3.0,31.9,78
1358,477,2025-08-06,3.0,9.3,747
1359,478,12-10-2025,1.0,5.6,635
1360,479,24/07/2025,2.0,20.3,220
1361,479,09/10/2025,3.0,20.4,953
1362,479,2025-10-12,3.0,13.0,696
1363,479,2025-12-30,5.0,20.6,64
1364,480,2022-12-10,2.0,13.5,90
1365,480,2024-05-10,3.0,15.7,405
1366,480,2024-10-02,2.0,1.8,682
1367,480,2025-09-13,1.0,18.1,916
1368,481,03-Jul-2025,3.0,18.6,85
1369,481,2025-09-14,4.0,4.0,616
1370,481,2025-10-17,4.0,8.4,965
1371,481,2025-12-17,3.0,19.3,249
1372,481,2025-12-23,5.0,,11
1373,482,2025-01-09,3.0,22.1,799
1374,482,2025-03-22,4.0,0.9,34
1375,483,2023-04-29,3.0,18.2,600
1376,483,2024-11-18,3.0,18.5,63
1377,483,2025-12-24,3.0,28.3,791
1378,484,2023-12-09,2.0,8.5,233
1379,484,2025-01-01,2.0,19.8,114
1380,484,2025-09-21,2.0,15.1,81
1381,485,2025-06-06,4.0,6.7,191
1382,485,2025-08-29,4.0,0.8,282
1383,485,2025-09-20,5.0,10.2,111
1384,485,2025-09-29,2.0,15.2,161
1385,485,2025-10-13,5.0,,523
1386,485,2025-11-09,4.0,5.0,399
1387,485,2025-12-09,4.0,21.7,947
1388,488,2023-04-20,3.0,8.6,717
1389,488,2025-01-17,4.0,16.0,255
1390,489,2024-06-13,2.0,7.1,56
1391,489,2024-12-22,3.0,4.5,99
1392,489,2025-07-19,4.0,12.9,962
1393,490,25/11/2025,4.0,3.0,825
1394,490,22-Dec-2025,5.0,6.8,902
1395,491,2025-11-22,3.0,2.8,619
1396,493,2023-06-29,2.0,6.9,600
1397,493,2023-08-13,2.0,5.6,183
1398,493,2023-08-24,3.0,8.1,708
1399,493,2024-01-30,2.0,11.2,897
1400,494,2025-03-03,5.0,19.1,811
1401,494,2025-03-11,4.0,0.0,878
1402,495,2025-10-06,4.0,21.5,29
1403,496,26-Oct-2025,1.0,12.7,410
1404,496,2025-11-08,1.0,4.3,443
1405,498,2024-07-30,4.0,17.8,711
1406,498,2024-11-01,,18.3,132
1407,498,2025-04-22,3.0,6.5,138
1408,498,2025-12-12,3.0,10.5,54
1409,499,2025-09-27,4.0,1.3,692
1410,499,2025-10-24,3.0,4.7,285
1411,499,2025-11-19,4.0,26.8,839
1412,499,2025-12-17,4.0,15.1,554
1413,502,2023-05-19,1.0,15.5,565
1414,502,2025-03-06,2.0,15.4,193
1415,503,2025-01-18,4.0,18.2,823
1416,503,21/07/2025,3.0,12.0,902
1417,504,2025-08-26,4.0,15.3,706
1418,505,2023-11-03,4.0,13.3,225
1419,505,2024-05-01,4.0,0.0,181
1420,505,2025-02-26,5.0,2.9,825
1421,506,2025-02-16,3.0,6.0,726
1422,506,2025-03-08,5.0,11.4,495
1423,507,2025-07-13,2.0,18.0,754
1424,507,2025-09-07,4.0,15.2,63
1425,507,2025-10-13,3.0,17.6,799
1426,507,2025-10-27,2.0,12.4,353
1427,508,2024-10-18,3.0,13.3,40
1428,508,2024-10-29,2.0,12.2,566
1429,508,2024-12-18,2.0,14.5,424
1430,508,06-09-2025,3.0,9.3,117
1431,508,16/06/2025,1.0,15.7,828
1432,508,2025-08-12,4.0,,979
1433,511,2024-11-03,1.0,17.4,3
1434,511,2025-01-05,3.0,16.2,539
1435,512,05-04-2025,3.0,18.3,941
1436,513,2025-07-09,3.0,7.9,349
1437,513,2025-08-01,3.0,11.8,230
1438,515,2023-11-05,2.0,10.0,159
1439,515,02-08-2024,2.0,1.6,928
1440,515,2024-06-29,3.0,5.0,61
1441,515,2024-09-22,2.0,14.6,911
1442,515,06-26-2025,2.0,0.0,913
1443,515,11-29-2025,2.0,0.6,708
1444,519,2025-12-03,4.0,2.8,476
1445,520,2023-12-21,4.0,12.0,229
1446,520,2025-11-24,3.0,0.0,442
1447,521,2025-10-06,4.0,11.4,785
1448,521,2025-11-27,3.0,12.7,384
1449,523,2024-11-30,2.0,10.3,324
1450,523,2025-06-20,2.0,8.2,490
1451,524,2023-11-28,2.0,11.3,192
1452,524,20-Mar-2025,3.0,7.8,809
1453,524,2025-11-16,2.0,6.3,907
1454,527,2025-04-26,5.0,19.6,161
1455,527,2025-06-14,4.0,22.3,616
1456,527,2025-07-24,4.0,14.4,2
1457,527,2025-09-08,4.0,17.3,717
1458,527,2025-10-29,4.0,,269
1459,528,2025-03-08,2.0,16.3,764
1460,529,2025-12-25,5.0,12.7,976
1461,530,09/10/2025,3.0,13.8,775
1462,531,2023-05-19,4.0,0.0,147
1463,531,24-May-2023,3.0,17.4,937
1464,531,2025-06-11,4.0,14.1,88
1465,532,2024-04-25,3.0,13.7,393
1466,532,2024-05-16,3.0,17.0,501
1467,532,2024-09-05,3.0,8.4,95
1468,532,2024-10-23,4.0,17.2,396
1469,532,2025-05-19,3.0,25.7,934
1470,532,2025-07-08,4.0,20.0,707
1471,532,2025-12-29,5.0,10.8,487
1472,534,24/10/2024,2.0,18.9,55
1473,534,2025-09-13,3.0,12.1,155
1474,536,2022-07-04,2.0,16.9,428
1475,536,2022-09-27,2.0,11.2,166
1476,536,2023-02-08,3.0,8.5,100
1477,536,03-23-2023,2.0,,17
1478,536,2023-12-07,3.0,16.3,548
1479,537,2023-06-24,4.0,11.9,212
1480,537,2024-01-08,3.0,14.7,855
1481,537,24/12/2024,3.0,0.0,192
1482,538,2024-10-02,3.0,7.6,89
1483,538,2025-07-16,4.0,13.3,312
1484,538,2025-10-19,5.0,7.6,727
1485,538,2025-10-29,4.0,10.0,232
1486,539,2023-08-16,4.0,10.4,549
1487,539,2024-04-08,3.0,3.4,828
1488,540,2023-05-28,1.0,11.3,93
1489,540,2024-06-02,2.0,0.0,694
1490,540,2024-06-17,2.0,9.1,71
1491,540,2024-11-16,1.0,8.3,724
1492,541,24/08/2025,1.0,0.0,494
1493,541,09-22-2025,2.0,9.6,842
1494,541,2025-10-08,2.0,14.0,237
1495,541,21-Dec-2025,2.0,26.3,82
1496,542,12-13-2025,,22.3,582
1497,542,2025-12-16,3.0,5.3,554
1498,542,2025-12-23,4.0,10.2,532
1499,542,2025-12-27,3.0,0.0,484
1500,543,2024-02-09,4.0,17.2,216
1501,543,2024-05-28,4.0,8.0,937
1502,543,2025-03-02,3.0,11.6,966
1503,543,2025-03-13,3.0,6.0,997
1504,543,2025-05-21,4.0,0.0,767
1505,544,2023-09-17,3.0,24.0,874
1506,544,2023-12-29,3.0,15.2,238
1507,544,2024-06-11,2.0,6.8,520
1508,545,2025-08-13,2.0,12.3,687
1509,546,2024-05-01,3.0,6.4,517
1510,547,14/06/2022,4.0,12.5,760
1511,548,2025-02-04,4.0,24.9,15
1512,548,2025-11-28,5.0,19.2,760
1513,549,2024-04-14,1.0,16.1,162
1514,549,06-Feb-2025,1.0,17.3,736
1515,549,2025-04-12,1.0,3.8,472
1516,549,2025-06-03,1.0,9.7,898
1517,550,2025-04-01,5.0,15.5,755
1518,551,2024-07-14,4.0,21.1,802
1519,551,2025-09-25,3.0,8.5,378
1520,551,2025-12-03,2.0,5.0,153
1521,552,2024-04-09,2.0,9.6,633
1522,552,18/08/2024,2.0,0.0,68
1523,552,2025-03-25,3.0,20.8,193
1524,552,2025-09-26,1.0,15.0,938
1525,552,2025-12-11,3.0,25.4,537
1526,553,2025-10-09,3.0,18.2,316
1527,553,2025-12-16,4.0,15.2,972
1528,555,11-21-2023,5.0,11.7,472
1529,555,2024-01-16,5.0,7.0,643
1530,555,2024-05-01,5.0,15.5,665
1531,555,2025-09-14,4.0,10.2,268
1532,556,2023-10-25,3.0,28.4,829
1533,556,2024-04-16,1.0,27.8,716
1534,556,2025-06-04,2.0,19.7,125
1535,557,12-13-2025,3.0,24.5,597
1536,558,2024-09-28,1.0,10.2,688
1537,558,12-21-2024,2.0,9.1,229
1538,558,2025-01-19,3.0,11.4,211
1539,558,04-09-2025,1.0,6.9,267
1540,559,2023-01-20,2.0,10.2,382
1541,559,2023-10-21,4.0,6.8,735
1542,559,2024-04-03,3.0,9.8,570
1543,560,2024-04-17,3.0,16.1,812
1544,560,2025-02-05,4.0,30.0,340
1545,560,2025-12-02,3.0,17.9,937
1546,561,02-Jun-2024,3.0,9.0,538
1547,561,28/07/2024,,3.9,621
1548,561,2025-11-13,4.0,11.1,156
1549,562,2025-12-06,3.0,32.8,455
1550,562,2025-12-23,4.0,28.0,99
1551,562,12-29-2025,4.0,,2
1552,563,2024-10-22,4.0,8.5,250
1553,563,2024-12-13,4.0,4.2,83
1554,563,2025-04-23,4.0,14.9,348
1555,563,07-04-2025,4.0,14.0,617
1556,563,2025-07-17,4.0,18.9,856
1557,563,2025-11-26,4.0,23.1,647
1558,564,2025-06-19,1.0,17.3,691
1559,564,2025-09-01,2.0,6.6,844
1560,564,2025-11-23,2.0,15.7,407
1561,565,2025-02-25,5.0,0.0,257
1562,565,04-29-2025,5.0,8.3,512
1563,565,2025-08-12,5.0,0.0,885
1564,565,2025-10-07,5.0,,508
1565,565,12-03-2025,5.0,11.4,997
1566,566,2024-04-27,4.0,14.1,231
1567,566,2024-08-25,5.0,0.0,378
1568,566,2024-11-30,5.0,11.9,195
1569,566,2025-03-17,5.0,12.1,133
1570,566,2025-04-01,4.0,3.1,282
1571,566,21/05/2025,5.0,17.3,483
1572,566,2025-06-03,5.0,15.4,537
1573,566,2025-06-29,5.0,,82
1574,566,2025-07-10,4.0,0.0,828
1575,567,2024-03-12,4.0,1.3,12
1576,567,2025-11-21,2.0,9.7,868
1577,568,2025-08-23,1.0,8.9,998
1578,568,2025-08-24,2.0,10.1,623
1579,568,2025-09-01,3.0,9.3,533
1580,568,2025-11-11,2.0,14.1,583
1581,569,2025-10-13,4.0,24.8,262
1582,570,2025-11-29,1.0,26.6,595
1583,570,2025-12-16,2.0,2.1,787
1584,571,2025-12-09,2.0,7.4,91
1585,571,2025-12-13,3.0,8.0,826
1586,571,20/12/2025,1.0,10.2,993
1587,571,2025-12-24,1.0,3.6,893
1588,571,2025-12-29,2.0,13.2,906
1589,572,12-03-2025,3.0,17.6,713
1590,573,09-13-2024,2.0,9.0,695
1591,574,2023-02-18,3.0,9.9,398
1592,575,2025-07-05,2.0,0.0,731
1593,575,2025-08-18,2.0,8.8,630
1594,575,2025-11-10,1.0,17.1,20
1595,576,2024-02-23,1.0,17.5,350
1596,576,2024-10-09,3.0,7.7,119
1597,576,2024-10-16,3.0,17.9,614
1598,576,25/05/2025,2.0,8.6,708
1599,576,2025-10-14,3.0,13.9,386
1600,577,2024-11-19,3.0,0.0,894
1601,577,2025-09-09,3.0,0.0,186
1602,578,2024-01-20,2.0,17.7,768
1603,579,2024-10-19,5.0,4.5,979
1604,579,2025-04-19,3.0,11.2,436
1605,579,2025-09-27,3.0,19.8,67
1606,580,2025-02-20,4.0,13.0,15
1607,580,2025-08-30,4.0,11.4,118
1608,580,2025-10-17,4.0,11.5,491
1609,581,2024-01-18,3.0,12.9,994
1610,581,2024-08-26,4.0,2.6,328
1611,581,2024-10-09,3.0,12.4,166
1612,582,2024-11-02,4.0,12.3,864
1613,582,2025-03-25,5.0,0.0,939
1614,583,2023-03-11,3.0,2.6,224
1615,583,2025-02-14,2.0,6.7,64
1616,583,2025-11-18,2.0,25.6,392
1617,584,2025-05-06,3.0,19.2,845
1618,585,03/03/2023,3.0,17.0,198
1619,585,2024-02-23,4.0,14.0,349
1620,585,2025-01-03,4.0,13.3,547
1621,585,2025-09-19,5.0,19.7,670
1622,585,2025-10-06,3.0,10.6,578
1623,585,2025-12-30,4.0,12.4,574
1624,587,2023-10-23,3.0,18.4,166
1625,588,19/02/2024,2.0,22.2,683
1626,588,2024-07-01,3.0,7.2,617
1627,588,2024-10-24,3.0,18.5,951
1628,589,19-Mar-2025,2.0,6.7,938
1629,590,2024-09-16,1.0,0.0,71
1630,590,2024-12-04,1.0,2.1,925
1631,590,2025-01-09,1.0,17.3,733
1632,590,2025-01-19,1.0,22.1,956
1633,591,2024-06-10,4.0,7.8,612
1634,591,2025-05-18,,11.7,382
1635,592,10-15-2025,3.0,2.3,137
1636,592,2025-10-24,4.0,10.6,251
1637,593,2025-06-17,3.0,15.7,426
1638,593,2025-07-11,2.0,16.1,581
1639,594,2024-12-10,,17.0,565
1640,594,2025-03-18,3.0,10.9,529
1641,594,31-Jul-2025,3.0,4.9,812
1642,594,2025-08-05,2.0,15.4,200
1643,594,2025-10-08,3.0,14.1,673
1644,594,2025-12-27,4.0,15.1,952
1645,595,2025-08-07,3.0,5.0,816
1646,595,2025-08-11,1.0,11.4,162
1647,595,2025-08-19,3.0,9.4,779
1648,596,2024-03-13,3.0,23.4,236
1649,596,2024-11-29,4.0,15.4,947
1650,597,2023-10-24,4.0,0.0,526
1651,597,2024-11-13,4.0,9.8,562
1652,597,2024-11-18,4.0,14.0,696
1653,597,2025-01-19,5.0,24.1,280
1654,597,2025-11-15,4.0,18.2,146
1655,598,2025-01-17,2.0,23.7,385
1656,598,2025-07-18,1.0,19.3,742
1657,598,2025-12-04,3.0,6.0,640
1658,599,2025-12-16,3.0,2.9,289
1659,599,2025-12-19,3.0,0.0,952
1660,599,2025-12-19,4.0,21.6,364
1661,600,2024-11-17,1.0,26.7,534
1662,600,2025-01-13,3.0,14.3,268
1663,600,2025-06-07,2.0,22.6,19
1664,601,07/08/2024,1.0,21.1,958
1665,601,2024-10-10,2.0,22.7,613
1666,601,2025-03-29,,10.3,412
1667,601,2025-05-24,1.0,19.2,307
1668,602,2024-12-18,3.0,20.6,1
1669,602,2025-01-28,3.0,0.0,428
1670,602,04/04/2025,4.0,19.6,403
1671,604,2023-12-21,2.0,14.8,349
1672,604,2024-05-23,2.0,16.9,222
1673,604,2025-01-01,2.0,15.8,166
1674,604,2025-03-17,3.0,8.5,528
1675,604,03-20-2025,3.0,33.7,194
1676,604,2025-08-04,2.0,10.0,407
1677,605,14/02/2024,2.0,7.5,972
1678,605,2024-10-03,3.0,17.7,567
1679,605,2025-09-26,3.0,20.2,31
1680,605,2025-11-10,4.0,10.7,76
1681,606,2023-07-08,2.0,18.6,856
1682,606,2025-01-21,3.0,12.2,554
1683,606,2025-02-11,3.0,18.0,502
1684,608,2024-08-11,5.0,10.1,745
1685,608,2024-10-13,4.0,20.5,194
1686,608,2024-10-28,5.0,14.0,747
1687,608,2025-10-25,3.0,11.7,18
1688,608,2025-11-19,5.0,7.1,943
1689,609,2024-08-05,3.0,17.7,37
1690,610,2024-09-25,3.0,20.3,643
1691,610,2025-03-11,2.0,8.4,663
1692,610,2025-04-18,3.0,7.0,350
1693,610,2025-09-01,4.0,7.8,459
1694,610,2025-10-30,4.0,4.6,908
1695,611,2025-07-06,5.0,28.2,682
1696,611,2025-12-22,4.0,21.2,208
1697,612,2023-07-30,2.0,20.1,752
1698,612,16-May-2024,2.0,1.7,49
1699,612,2024-06-07,1.0,9.9,79
1700,612,2024-09-25,3.0,22.6,559
1701,612,2025-02-06,3.0,20.0,842
1702,613,2022-08-25,3.0,9.3,111
1703,613,08-30-2024,4.0,0.0,906
1704,613,2025-07-08,3.0,8.8,873
1705,614,2024-09-17,5.0,7.8,966
1706,615,08-Apr-2024,3.0,19.4,707
1707,615,2024-11-11,2.0,,424
1708,615,2025-04-24,2.0,19.6,607
1709,616,2025-10-28,3.0,10.1,801
1710,616,2025-12-05,2.0,20.3,989
1711,617,2024-05-04,2.0,0.0,839
1712,617,2025-02-20,1.0,15.5,318
1713,617,2025-07-25,1.0,26.9,48
1714,618,2023-12-24,3.0,12.0,37
1715,618,14/04/2024,4.0,6.2,242
1716,618,2024-08-11,3.0,13.5,827
1717,618,2025-05-12,4.0,12.9,124
1718,618,24/05/2025,4.0,14.1,525
1719,619,2025-10-20,4.0,7.6,542
1720,620,19-Jul-2024,2.0,0.0,398
1721,620,2025-03-11,3.0,15.3,230
1722,620,2025-03-20,2.0,15.3,187
1723,620,2025-08-29,3.0,1.6,169
1724,621,2025-09-15,3.0,10.4,417
1725,621,2025-09-25,3.0,7.5,878
1726,621,08-Nov-2025,2.0,13.3,946
1727,622,2023-09-08,3.0,25.8,433
1728,622,22-Sep-2023,4.0,16.4,418
1729,623,2024-03-06,3.0,0.0,510
1730,623,2024-06-03,3.0,6.8,646
1731,623,2024-07-29,3.0,11.7,588
1732,623,2024-09-05,4.0,14.2,674
1733,623,2024-10-15,4.0,9.5,138
1734,623,2025-02-07,4.0,14.8,912
1735,624,2023-05-12,3.0,22.3,179
1736,624,2023-06-06,3.0,1.4,981
1737,624,2025-11-24,3.0,11.9,548
1738,625,2025-12-03,4.0,9.4,254
1739,626,2024-03-07,2.0,15.5,76
1740,626,2025-01-03,3.0,11.4,21
1741,627,2025-05-24,3.0,19.6,626
1742,627,2025-06-29,3.0,9.3,19
1743,627,2025-11-29,3.0,20.8,361
1744,628,06/01/2023,5.0,3.5,272
1745,628,2025-06-11,4.0,27.0,471
1746,631,2025-01-21,5.0,18.7,684
1747,631,2025-12-05,4.0,24.1,53
1748,632,2025-05-09,2.0,18.0,144
1749,632,2025-06-01,2.0,10.0,250
1750,632,2025-11-17,3.0,10.9,925
1751,633,2025-01-10,4.0,8.0,37
1752,634,2024-06-09,3.0,18.1,591
1753,634,2025-01-03,4.0,26.9,759
1754,634,2025-05-18,4.0,22.5,935
1755,635,2025-08-24,2.0,,273
1756,635,2025-09-10,4.0,22.4,203
1757,635,2025-09-22,3.0,6.4,268
1758,635,08/10/2025,4.0,13.2,811
1759,635,2025-10-11,4.0,9.1,659
1760,635,27-Nov-2025,5.0,32.9,395
1761,635,01-Dec-2025,4.0,,818
1762,636,2025-07-01,4.0,22.3,860
1763,636,2025-08-23,5.0,3.5,211
1764,636,2025-08-31,4.0,3.9,990
1765,636,2025-09-25,5.0,17.1,887
1766,636,2025-09-26,4.0,6.6,869
1767,636,2025-11-05,5.0,19.2,489
1768,636,2025-12-28,5.0,8.6,213
1769,637,2024-06-11,2.0,12.9,747
1770,637,2024-07-13,1.0,4.6,8
1771,637,2025-01-11,2.0,13.6,279
1772,637,2025-01-15,2.0,18.3,468
1773,637,2025-02-10,3.0,5.8,102
1774,638,2024-08-20,2.0,18.0,832
1775,638,2024-09-13,2.0,13.0,903
1776,638,09-Jun-2025,2.0,28.9,156
1777,639,2025-05-23,3.0,15.6,292
1778,640,2023-09-17,2.0,8.2,375
1779,640,01-16-2025,2.0,,254
1780,641,2023-03-20,3.0,9.6,649
1781,641,2023-08-19,2.0,13.4,539
1782,641,2023-08-29,2.0,10.2,827
1783,642,2025-08-23,3.0,13.7,13
1784,642,2025-10-13,4.0,20.8,771
1785,642,12-30-2025,4.0,9.3,4
1786,643,2024-08-13,2.0,20.8,680
1787,643,2024-09-21,4.0,12.2,740
1788,643,2024-10-11,3.0,2.3,515
1789,643,2024-11-06,3.0,19.7,105
1790,643,2024-11-08,4.0,0.1,549
1791,643,2025-06-09,4.0,5.3,507
1792,643,2025-11-03,3.0,19.8,752
1793,645,2023-08-17,3.0,20.7,396
1794,645,09-18-2024,3.0,19.1,357
1795,645,2024-10-11,2.0,9.9,427
1796,646,2024-02-20,3.0,12.2,46
1797,646,2025-02-25,2.0,10.2,506
1798,646,2025-05-03,4.0,3.3,39
1799,647,2025-12-10,4.0,2.0,707
1800,647,2025-12-22,5.0,15.7,242
1801,647,2025-12-26,4.0,12.5,656
1802,648,2025-01-19,2.0,6.9,784
1803,648,2025-11-02,2.0,10.7,948
1804,650,2024-05-14,2.0,8.8,760
1805,650,2024-10-19,3.0,4.0,270
1806,650,23/10/2024,4.0,18.0,439
1807,650,2024-11-08,2.0,0.0,759
1808,650,2025-01-14,2.0,17.5,170
1809,650,2025-02-14,3.0,11.1,130
1810,650,2025-03-03,2.0,4.8,157
1811,650,2025-03-09,3.0,3.9,698
1812,650,2025-06-01,6.0,22.6,549
1813,651,2025-06-03,4.0,16.9,782
1814,651,2025-08-23,5.0,3.4,947
1815,651,2025-12-30,4.0,20.6,415
1816,652,2024-10-12,5.0,11.5,58
1817,652,2025-04-10,5.0,19.8,626
1818,653,2025-11-07,3.0,18.7,802
1819,653,2025-12-23,3.0,20.1,929
1820,654,2024-07-13,2.0,10.9,662
1821,654,2024-10-13,2.0,13.3,158
1822,655,2025-04-09,3.0,22.9,111
1823,656,2025-07-02,3.0,7.8,569
1824,656,2025-09-16,3.0,15.0,101
1825,657,28/05/2024,3.0,11.7,104
1826,659,2025-03-19,4.0,5.4,806
1827,659,2025-06-30,3.0,9.5,890
1828,659,2025-11-03,5.0,,380
1829,660,2025-01-25,3.0,18.1,60
1830,660,2025-05-28,3.0,15.8,319
1831,660,2025-11-10,2.0,0.4,977
1832,661,2025-02-23,3.0,11.1,446
1833,661,2025-05-02,3.0,11.4,8
1834,661,2025-08-20,3.0,19.5,566
1835,661,2025-11-26,1.0,8.5,257
1836,665,2025-06-11,1.0,13.9,378
1837,665,2025-09-10,2.0,22.8,278
1838,667,2025-02-13,2.0,8.1,763
1839,667,28-Mar-2025,3.0,9.5,718
1840,667,2025-06-01,2.0,,927
1841,668,2024-12-13,4.0,18.8,378
1842,668,27/03/2025,3.0,34.0,439
1843,668,2025-04-01,3.0,6.0,936
1844,668,2025-07-11,3.0,24.1,899
1845,669,2025-03-17,1.0,26.0,18
1846,669,2025-05-04,1.0,11.0,47
1847,669,2025-06-16,2.0,4.9,84
1848,669,2025-07-10,2.0,18.4,773
1849,670,2025-09-16,5.0,0.0,184
1850,670,2025-10-10,4.0,11.1,628
1851,670,2025-11-27,4.0,9.5,27
1852,671,2023-11-13,2.0,24.3,366
1853,671,2024-01-18,3.0,11.2,27
1854,671,2024-08-14,3.0,,495
1855,671,2025-07-24,1.0,14.8,441
1856,672,05/12/2025,3.0,,24
1857,672,2025-12-05,3.0,13.1,101
1858,672,2025-12-12,2.0,8.0,152
1859,673,2024-08-18,3.0,17.6,607
1860,673,2024-10-25,4.0,10.2,308
1861,673,2024-11-22,2.0,12.3,228
1862,673,2025-01-11,4.0,4.3,262
1863,673,2025-10-19,4.0,22.7,179
1864,674,2025-04-18,3.0,,26
1865,675,2022-12-02,4.0,14.8,690
1866,675,2023-03-20,4.0,28.6,614
1867,675,2024-02-10,4.0,2.5,561
1868,675,07-May-2025,4.0,13.9,670
1869,676,2024-07-02,4.0,10.4,475
1870,677,2025-03-16,3.0,1.0,525
1871,677,2025-12-19,3.0,38.8,487
1872,678,2024-02-24,3.0,15.6,296
1873,679,2023-10-21,1.0,1.7,153
1874,679,2024-03-01,1.0,12.2,213
1875,679,2024-09-28,1.0,24.9,41
1876,679,2025-05-15,1.0,12.6,735
1877,679,2025-07-01,1.0,15.2,720
1878,680,2024-05-19,3.0,15.2,653
1879,680,26/09/2024,3.0,22.4,218
1880,680,2024-12-26,4.0,5.3,400
1881,680,20-May-2025,2.0,14.9,754
1882,680,2025-06-26,2.0,7.1,71
1883,681,2025-01-14,5.0,19.2,478
1884,681,2025-05-10,5.0,10.5,261
1885,682,2024-12-07,4.0,13.9,214
1886,682,09-15-2025,3.0,5.5,762
1887,682,2025-10-19,3.0,17.3,888
1888,683,02-Jan-2024,2.0,0.0,329
1889,683,2025-02-16,2.0,23.6,547
1890,684,07/06/2024,1.0,9.7,651
1891,684,2024-11-01,3.0,0.0,755
1892,684,2024-11-01,3.0,2.9,634
1893,684,2024-11-11,2.0,8.8,585
1894,685,29-Oct-2025,2.0,2.3,323
1895,685,26/11/2025,3.0,29.8,277
1896,686,2024-01-28,4.0,20.1,255
1897,686,2024-08-06,5.0,6.4,432
1898,687,2023-01-16,4.0,20.8,296
1899,688,2025-04-04,3.0,13.6,505
1900,688,09-Sep-2025,3.0,31.7,131
1901,689,2022-05-03,4.0,9.5,525
1902,689,2023-08-23,3.0,3.6,302
1903,689,07/12/2023,5.0,24.8,572
1904,689,2025-05-10,3.0,29.4,775
1905,690,2025-10-09,2.0,8.6,437
1906,690,2025-11-25,3.0,15.2,872
1907,691,2023-06-28,3.0,1.0,372
1908,691,2023-09-08,2.0,23.9,765
1909,691,2024-04-18,4.0,23.3,828
1910,691,06-30-2024,4.0,16.6,907
1911,691,2024-07-03,3.0,4.7,707
1912,692,2022-10-13,2.0,0.0,593
1913,692,2024-08-22,2.0,0.0,197
1914,692,07-Sep-2025,3.0,15.1,255
1915,693,2025-10-27,1.0,10.5,700
1916,693,2025-12-06,4.0,11.0,50
1917,693,2025-12-09,2.0,0.0,104
1918,693,2025-12-28,2.0,16.3,335
1919,694,2025-01-06,3.0,9.2,542
1920,694,2025-06-29,3.0,10.9,559
1921,695,2022-05-12,3.0,14.5,534
1922,695,2023-06-27,3.0,6.0,296
1923,695,2024-04-04,5.0,15.0,341
1924,695,2024-10-02,5.0,29.2,279
1925,695,2025-07-26,4.0,12.2,356
1926,696,22-Jul-2025,3.0,8.5,919
1927,696,2025-10-11,2.0,12.7,724
1928,696,2025-12-28,3.0,15.3,677
1929,697,21/06/2023,2.0,19.4,495
1930,697,2023-10-18,2.0,8.7,48
1931,697,2024-05-20,2.0,0.0,867
1932,697,20/08/2024,3.0,6.4,888
1933,697,2025-11-02,2.0,8.7,943
1934,698,2025-10-03,3.0,25.1,908
1935,698,12/11/2025,3.0,33.1,64
1936,698,2025-11-28,3.0,28.5,623
1937,698,2025-12-05,4.0,14.9,567
1938,699,2024-07-02,4.0,21.0,242
1939,699,26/09/2024,4.0,30.5,932
1940,699,04-Aug-2025,3.0,4.0,321
1941,700,2025-05-08,2.0,26.0,844
1942,700,2025-05-20,4.0,7.8,539
1943,700,2025-07-24,2.0,10.4,243
1944,701,16/11/2025,4.0,8.0,31
1945,701,2025-11-20,4.0,0.0,187
1946,703,2024-11-15,5.0,6.5,269
1947,703,2024-11-15,4.0,10.2,650
1948,703,2025-05-29,3.0,16.1,503
1949,704,2023-07-12,1.0,10.3,934
